"","zip","scrapedate","Boligareal","Vgtet_areal","Grundareal","Rum_vrelser","Antal_plan","Bygger","Energimrke","Ejerudgifter_pr__md_","Pris_m_","Liggetid","Tidligere_salgspris","Udbetaling","Brutto_ekskl__ejerudgifter","Netto_ekskl__ejerudgifter","Ombygget","Klder","Boligydelse","Forbrugsafh__forhold","Teknisk_pris"
"608","6100 Haderslev","2022-08-12","155 m²","171 m²","735 m²","5/5","2","1957","F",NA,NA,NA,"Vis historik","90.000 kr.","9.266 kr.","7.393 kr.",NA,"71 m²",NA,NA,NA
"609","6100 Haderslev","2022-08-12","94 m²","115 m²","680 m²","4/3","3","1955","E","1.442 kr.","6.043 kr.","340 dage","Vis historik","35.000 kr.","3.737 kr.","2.981 kr.",NA,"56 m²",NA,NA,NA
"610","6100 Haderslev","2022-08-12","148 m²","163 m²","1.003 m²","5/4","1","1980","F","1.695 kr.","5.491 kr.","510 dage",NA,"45.000 kr.","4.797 kr.","3.827 kr.",NA,NA,NA,NA,NA
"611","6100 Haderslev","2022-08-12","140 m²","139 m²","490 m²","5/3","2","1900","G","1.258 kr.","4.640 kr.","287 dage","Vis historik","35.000 kr.","3.453 kr.","2.754 kr.","2005",NA,NA,NA,NA
"612","6100 Haderslev","2022-08-12","175 m²","202 m²","804 m²","6/5","2","1965","C","2.284 kr.","13.837 kr.","99 dage","Vis historik","140.000 kr.","14.810 kr.","11.817 kr.",NA,"60 m²",NA,NA,NA
"613","6100 Haderslev","2022-08-12","109 m²","139 m²","902 m²","4/3","2","1857","F","1.355 kr.","9.676 kr.","329 dage",NA,"70.000 kr.","7.158 kr.","5.711 kr.",NA,NA,NA,NA,NA
"614","6100 Haderslev","2022-08-12","65 m²","86 m²","738 m²","2/1","2","1951","F","1.608 kr.","10.407 kr.","182 dage","Vis historik","45.000 kr.","4.771 kr.","3.803 kr.",NA,"42 m²",NA,NA,NA
"615","6100 Haderslev","2022-08-12","162 m²","191 m²","1.068 m²","5/4","3","1953","D","2.373 kr.","14.634 kr.","126 dage",NA,"140.000 kr.","14.810 kr.","11.817 kr.",NA,"90 m²",NA,NA,NA
"616","6100 Haderslev","2022-08-12","157 m²","165 m²","948 m²","5/4","1","1976","D","2.297 kr.","16.333 kr.","666 dage",NA,"135.000 kr.","14.299 kr.","11.410 kr.",NA,NA,NA,NA,NA
"617","6100 Haderslev","2022-08-12","125 m²","133 m²","954 m²","4/3","1","1971","D","1.518 kr.","6.391 kr.","84 dage",NA,"45.000 kr.","4.521 kr.","3.604 kr.",NA,NA,NA,NA,NA
"618","6100 Haderslev","2022-08-12","243 m²","224 m²","858 m²","7/5","3","1964","B","1.573 kr.","15.156 kr.","339 dage",NA,"170.000 kr.","17.996 kr.","14.360 kr.",NA,NA,NA,NA,NA
"619","6100 Haderslev","2022-08-12","100 m²",NA,NA,"4/3","1","1989","C","2.041 kr.","11.950 kr.","365 dage",NA,"60.000 kr.","6.381 kr.","5.091 kr.",NA,NA,NA,NA,NA
"620","6100 Haderslev","2022-08-12","160 m²","154 m²","1.103 m²","5/3","2","1850","E","1.888 kr.","5.162 kr.","415 dage",NA,"40.000 kr.","4.254 kr.","3.393 kr.","1984",NA,NA,NA,NA
"621","6100 Haderslev","2022-08-12","267 m²","307 m²","486 m²","6/4","2","1947","D","2.443 kr.","14.007 kr.","125 dage","Vis historik","215.000 kr.","22.775 kr.","18.173 kr.",NA,"101 m²",NA,NA,NA
"622","6100 Haderslev","2022-08-12","231 m²","168 m²","2.330 m²","8/5","2","1915","E","2.546 kr.","9.494 kr.","1.784 dage",NA,"80.000 kr.","8.500 kr.","6.782 kr.","1974","56 m²",NA,NA,NA
"623","6100 Haderslev","2022-08-12","143 m²","190 m²","931 m²","6/5","3","1951","C","2.156 kr.","7.289 kr.","140 dage",NA,"70.000 kr.","7.379 kr.","5.883 kr.","2004","107 m²",NA,NA,NA
"624","7540 Haderup","2022-08-12","127 m²","167 m²","1.419 m²","4/2","3","1955","D","1.141 kr.","2.066 kr.","833 dage",NA,"25.000 kr.","1.848 kr.","1.492 kr.","1972","59 m²",NA,NA,NA
"625","9560 Hadsund","2022-08-12","309 m²","357 m²","19.132 m²","6/4","1","1860","E","2.336 kr.","2.381 kr.","1.667 dage",NA,"45.000 kr.","4.645 kr.","3.713 kr.","1986",NA,NA,NA,NA
"626","9560 Hadsund","2022-08-12","136 m²","148 m²","880 m²","3/2","2","1912","C","1.525 kr.","4.358 kr.","189 dage",NA,"35.000 kr.","3.456 kr.","2.760 kr.",NA,NA,NA,NA,NA
"627","9560 Hadsund","2022-08-12","154 m²","149 m²","2.031 m²","4/3","2","1948","F","1.699 kr.","4.362 kr.","891 dage",NA,"35.000 kr.","3.488 kr.","2.785 kr.",NA,NA,NA,NA,NA
"628","9560 Hadsund","2022-08-12","98 m²","100 m²","602 m²","3/2","2","1947","E","1.478 kr.","7.750 kr.","1.200 dage","Vis historik","40.000 kr.","4.150 kr.","3.314 kr.","1983","4 m²",NA,NA,NA
"629","9560 Hadsund","2022-08-12","137 m²","145 m²","1.257 m²","2/1","1","1895","F","1.939 kr.","4.814 kr.","436 dage",NA,"35.000 kr.","3.743 kr.","2.991 kr.","1998",NA,NA,NA,NA
"630","9370 Hals","2022-08-12","125 m²","132 m²","377 m²","4/3","2","1916","D","1.261 kr.","2.462 kr.","85 dage","Vis historik","25.000 kr.","1.729 kr.","1.391 kr.","2000",NA,NA,NA,NA
"631","9370 Hals","2022-08-12","151 m²","158 m²","694 m²","4/3","1","1965","E","1.643 kr.","4.399 kr.","300 dage",NA,"35.000 kr.","3.726 kr.","2.996 kr.","1977",NA,NA,NA,NA
"632","7362 Hampen","2022-08-12","96 m²","98 m²",NA,"3/2","1","1990","F",NA,NA,"276 dage",NA,NA,NA,NA,NA,NA,"2.500 kr.","1.856 kr.","338.600 kr."
"633","7362 Hampen","2022-08-12","114 m²","130 m²","5.960 m²","3/2","3","1943","G","1.222 kr.","5.346 kr.","937 dage","Vis historik","35.000 kr.","3.291 kr.","2.746 kr.",NA,"5 m²",NA,NA,NA
"634","7362 Hampen","2022-08-12","83 m²","90 m²","671 m²","3/2","1","1966","F","994 kr.","4.389 kr.","105 dage",NA,"25.000 kr.","2.130 kr.","1.718 kr.",NA,NA,NA,NA,NA
"635","7362 Hampen","2022-08-12","167 m²","186 m²","4.480 m²","5/2","2","1936","F",NA,NA,NA,NA,"35.000 kr.","3.754 kr.","3.017 kr.","1978","6 m²",NA,NA,NA
"636","7730 Hanstholm","2022-08-12","178 m²","185 m²","480 m²","7/7","3","1962","C","1.299 kr.","3.216 kr.","1.183 dage",NA,"30.000 kr.","3.206 kr.","2.567 kr.","1972","30 m²",NA,NA,NA
"637","7730 Hanstholm","2022-08-12","126 m²","138 m²","340 m²","5/4","1","1973","E","1.337 kr.","4.312 kr.","136 dage",NA,"30.000 kr.","3.214 kr.","2.575 kr.",NA,NA,NA,NA,NA
"638","7730 Hanstholm","2022-08-12","138 m²","146 m²","736 m²","5/4","1","1968","D","1.457 kr.","5.130 kr.","359 dage",NA,"40.000 kr.","3.996 kr.","3.202 kr.",NA,NA,NA,NA,NA
"639","7673 Harboøre","2022-08-12","122 m²","134 m²","1.320 m²","5/4","1","1846","G","971 kr.","3.694 kr.","98 dage","Vis historik","25.000 kr.","2.512 kr.","2.061 kr.",NA,NA,NA,NA,NA
"640","7673 Harboøre","2022-08-12","93 m²","122 m²","771 m²","4/3","3","1955","D","1.131 kr.","4.057 kr.","388 dage",NA,"25.000 kr.","2.277 kr.","1.917 kr.",NA,"63 m²",NA,NA,NA
"641","7673 Harboøre","2022-08-12","282 m²","284 m²","3.243 m²","5/4",NA,"1871","D","1.829 kr.","2.447 kr.","416 dage",NA,"35.000 kr.","3.728 kr.","2.989 kr.","2000",NA,NA,NA,NA
"642","7673 Harboøre","2022-08-12","119 m²","127 m²","1.572 m²","5/3","2","1888","F","1.151 kr.","3.898 kr.","548 dage",NA,"25.000 kr.","2.723 kr.","2.180 kr.","1988",NA,NA,NA,NA
"643","7673 Harboøre","2022-08-12","117 m²","91 m²","1.200 m²","5/4","1","1900","C","1.069 kr.","5.440 kr.",NA,"Vis historik","25.000 kr.","2.676 kr.","2.145 kr.",NA,NA,NA,NA,NA
"644","4652 Hårlev","2022-08-12","210 m²","211 m²","1.071 m²","6/5","2","1975","C","2.729 kr.","11.351 kr.","256 dage",NA,"120.000 kr.","12.688 kr.","10.130 kr.",NA,NA,NA,NA,NA
"645","4652 Hårlev","2022-08-12","137 m²","122 m²","314 m²","5/4","2","1950","C","1.683 kr.","12.254 kr.","101 dage",NA,"75.000 kr.","7.949 kr.","6.346 kr.",NA,NA,NA,NA,NA
"646","4652 Hårlev","2022-08-12","172 m²","132 m²","844 m²","6/3","2","1914","G","2.032 kr.","16.629 kr.","106 dage","Vis historik","110.000 kr.","11.727 kr.","9.370 kr.",NA,NA,NA,NA,NA
"647","4652 Hårlev","2022-08-12","236 m²","227 m²","16.649 m²","5/4",NA,"1872","C","2.928 kr.","17.599 kr.","546 dage",NA,"200.000 kr.","20.992 kr.","16.761 kr.","1998",NA,NA,NA,NA
"648","5463 Harndrup","2022-08-12","376 m²","302 m²","12.438 m²","3/4","1","1920","D","2.791 kr.","9.917 kr.","134 dage",NA,"150.000 kr.","15.814 kr.","12.673 kr.","2011","148 m²",NA,NA,NA
"649","5463 Harndrup","2022-08-12","91 m²","135 m²","1.540 m²","2/4","2","1890","G","1.360 kr.","5.000 kr.","415 dage","Vis historik","35.000 kr.","3.316 kr.","2.719 kr.",NA,NA,NA,NA,NA
"650","4690 Haslev","2022-08-12","166 m²","174 m²","800 m²","5/4",NA,"2021","A2020","3.100 kr.","24.713 kr.","135 dage","Vis historik","215.000 kr.","22.856 kr.","18.301 kr.",NA,NA,NA,NA,NA
"651","4690 Haslev","2022-08-12","164 m²","172 m²","788 m²","6/4","2","1887","F",NA,NA,NA,"Vis historik","60.000 kr.","6.267 kr.","5.013 kr.","1994","15 m²",NA,NA,NA
"652","4690 Haslev","2022-08-12","131 m²","143 m²","648 m²","4/4","1","1976","C",NA,NA,NA,"Vis historik","140.000 kr.","14.504 kr.","11.613 kr.","1987",NA,NA,NA,NA
"653","4690 Haslev","2022-08-12","202 m²","183 m²","800 m²","5/5","1","1976","C","2.779 kr.","13.634 kr.","120 dage",NA,"125.000 kr.","13.240 kr.","10.593 kr.",NA,NA,NA,NA,NA
"654","4690 Haslev","2022-08-12","149 m²","168 m²","744 m²","5/4","3","1968","C","2.362 kr.","13.065 kr.","108 dage",NA,"110.000 kr.","11.616 kr.","9.300 kr.",NA,"45 m²",NA,NA,NA
"655","4690 Haslev","2022-08-12","148 m²","158 m²","713 m²","5/4","1","1973","D","2.553 kr.","15.791 kr.","154 dage",NA,"125.000 kr.","13.341 kr.","10.682 kr.","1979",NA,NA,NA,NA
"656","4690 Haslev","2022-08-12","175 m²","178 m²","1.376 m²","6/4","1","1975","D","3.170 kr.","14.994 kr.","175 dage",NA,"135.000 kr.","14.099 kr.","11.280 kr.",NA,NA,NA,NA,NA
"657","4690 Haslev","2022-08-12","147 m²","157 m²","960 m²","5/5","1","1979","C","2.696 kr.","17.803 kr.","153 dage",NA,"140.000 kr.","14.795 kr.","11.837 kr.",NA,NA,NA,NA,NA
"658","4690 Haslev","2022-08-12","202 m²",NA,"876 m²","6/6","2","1974","C","3.631 kr.","14.332 kr.","148 dage",NA,"145.000 kr.","15.351 kr.","12.282 kr.",NA,NA,NA,NA,NA
"659","4690 Haslev","2022-08-12","218 m²","240 m²","13.184 m²","8/5","2","1877","G","4.628 kr.","9.979 kr.","207 dage",NA,"120.000 kr.","12.712 kr.","10.170 kr.","1960",NA,NA,NA,NA
"660","4690 Haslev","2022-08-12","87 m²","92 m²","739 m²","4/4","1","2005","F","1.803 kr.","16.033 kr.","482 dage",NA,"75.000 kr.","7.880 kr.","6.309 kr.",NA,NA,NA,NA,NA
"661","4690 Haslev","2022-08-12","126 m²","128 m²","663 m²","4/2","2","1930","C","2.087 kr.","17.148 kr.","266 dage",NA,"110.000 kr.","11.657 kr.","9.326 kr.","1978",NA,NA,NA,NA
"662","4690 Haslev","2022-08-12","151 m²","163 m²","840 m²","5/4","1","1975","B","2.720 kr.","18.988 kr.","156 dage",NA,"155.000 kr.","16.343 kr.","13.085 kr.","1982",NA,NA,NA,NA
"663","4690 Haslev","2022-08-12","207 m²","211 m²","851 m²","5/4","2","1972","D","2.594 kr.","11.825 kr.","273 dage",NA,"125.000 kr.","12.325 kr.","10.098 kr.",NA,NA,NA,NA,NA
"664","4690 Haslev","2022-08-12","113 m²","119 m²","650 m²","4/3","1","1986","C","2.226 kr.","20.798 kr.","101 dage",NA,"125.000 kr.","14.234 kr.","11.180 kr.",NA,NA,NA,NA,NA
"665","4690 Haslev","2022-08-12","141 m²","163 m²","846 m²","5/3","2","1964","C","2.774 kr.","17.515 kr.","102 dage","Vis historik","145.000 kr.","15.128 kr.","12.104 kr.","1973","49 m²",NA,NA,NA
"666","4622 Havdrup","2022-08-12","96 m²","103 m²","781 m²","4/3","1","1964","F","2.613 kr.","22.767 kr.","183 dage",NA,"120.000 kr.","12.386 kr.","10.025 kr.",NA,NA,NA,NA,NA
"667","8970 Havndal","2022-08-12","146 m²","162 m²","790 m²","6/3","2","1887","D","1.339 kr.","3.691 kr.","1.767 dage","Vis historik","30.000 kr.","3.224 kr.","2.583 kr.","1976",NA,NA,NA,NA
"668","8970 Havndal","2022-08-12","149 m²","176 m²","789 m²","6/4","1","1992","F","1.307 kr.","4.233 kr.","107 dage","Vis historik","40.000 kr.","3.987 kr.","3.184 kr.",NA,NA,NA,NA,NA
"669","8970 Havndal","2022-08-12","109 m²","142 m²","1.314 m²","4/3","2","1963","E","1.208 kr.","4.894 kr.","108 dage","Vis historik","35.000 kr.","3.738 kr.","2.995 kr.",NA,"59 m²",NA,NA,NA
"670","8970 Havndal","2022-08-12","150 m²","158 m²","572 m²","3/2","2","1830","D","1.352 kr.","4.399 kr.","282 dage","Vis historik","35.000 kr.","3.834 kr.","3.075 kr.","1975",NA,NA,NA,NA
"671","8970 Havndal","2022-08-12","125 m²","131 m²","666 m²","4/3","2","1942","D","980 kr.","3.397 kr.","94 dage","Vis historik","25.000 kr.","2.405 kr.","1.926 kr.",NA,NA,NA,NA,NA
"672","2640 Hedehusene","2022-08-12","134 m²","164 m²","900 m²","5/3","1","1973","D","3.647 kr.","24.384 kr.","99 dage",NA,"200.000 kr.","21.102 kr.","17.115 kr.",NA,"66 m²",NA,NA,NA
"673","2640 Hedehusene","2022-08-12","124 m²","129 m²","889 m²","4/3","1","1973","D","3.582 kr.","27.132 kr.","126 dage",NA,"175.000 kr.","20.249 kr.","16.144 kr.",NA,NA,NA,NA,NA
"674","2640 Hedehusene","2022-08-12","218 m²","227 m²","763 m²","7/5","2","1962","C","3.325 kr.","22.026 kr.","146 dage",NA,"250.000 kr.","24.855 kr.","20.616 kr.","2020","22 m²",NA,NA,NA
"675","2640 Hedehusene","2022-08-12","98 m²","102 m²","353 m²","4/3","2","1932","E","2.192 kr.","24.265 kr.","142 dage",NA,"125.000 kr.","13.146 kr.","10.662 kr.",NA,"10 m²",NA,NA,NA
"676","2640 Hedehusene","2022-08-12","174 m²","172 m²","702 m²","6/5","2","1978","C","3.633 kr.","22.081 kr.","94 dage",NA,"190.000 kr.","20.107 kr.","16.308 kr.",NA,NA,NA,NA,NA
"677","6094 Hejls","2022-08-12","166 m²","179 m²","918 m²","6/4","1","1985","B","2.109 kr.","10.028 kr.","121 dage",NA,"90.000 kr.","9.530 kr.","7.657 kr.",NA,NA,NA,NA,NA
"678","6094 Hejls","2022-08-12","140 m²","142 m²","596 m²","4/3","2","1877","G","1.591 kr.","7.359 kr.","1.033 dage","Vis historik","55.000 kr.","5.696 kr.","4.580 kr.","1997",NA,NA,NA,NA
"679","6094 Hejls","2022-08-12","174 m²","215 m²","1.504 m²","5/4","2","1877","C",NA,NA,NA,NA,"60.000 kr.","6.093 kr.","4.895 kr.","1991",NA,NA,NA,NA
"680","6094 Hejls","2022-08-12","150 m²",NA,"965 m²","6/3","2","1900","D","1.525 kr.","6.300 kr.","262 dage",NA,"50.000 kr.","5.064 kr.","4.071 kr.","1989",NA,NA,NA,NA
"681","6094 Hejls","2022-08-12","205 m²","243 m²","814 m²","5/4","2","1974","D","2.981 kr.","10.267 kr.","545 dage",NA,"125.000 kr.","14.355 kr.","11.328 kr.",NA,"96 m²",NA,NA,NA
"682","6094 Hejls","2022-08-12","147 m²","180 m²","922 m²","5/4","3","1958","D","2.032 kr.","6.917 kr.","164 dage",NA,"65.000 kr.","6.776 kr.","5.448 kr.","1997","56 m²",NA,NA,NA
"683","2900 Hellerup","2022-08-12","233 m²","286 m²","1.103 m²","8/7","3","1933","B","7.866 kr.","61.189 kr.","302 dage",NA,"875.000 kr.","92.106 kr.","75.446 kr.",NA,"124 m²",NA,NA,NA
"684","2900 Hellerup","2022-08-12","239 m²","307 m²","1.182 m²","7/5",NA,"1990",NA,"15.109 kr.","97.720 kr.",NA,"Vis historik","1.500.000 kr.","157.844 kr.","129.294 kr.",NA,"134 m²",NA,NA,NA
"685","2900 Hellerup","2022-08-12","135 m²","168 m²","760 m²","5/3","1","1936","E",NA,NA,NA,"Vis historik","335.000 kr.","35.281 kr.","28.898 kr.",NA,"73 m²",NA,NA,NA
"686","3000 Helsingør","2022-08-12","138 m²","171 m²","516 m²","6/4","3","1951","C","3.700 kr.","21.023 kr.","245 dage",NA,"180.000 kr.","19.119 kr.","15.412 kr.","1965","79 m²",NA,NA,NA
"687","3000 Helsingør","2022-08-12","86 m²","106 m²","372 m²","4/2","2","1953","E","2.799 kr.","23.349 kr.","95 dage","Vis historik","125.000 kr.","13.117 kr.","10.573 kr.","1974","18 m²",NA,NA,NA
"688","6893 Hemmet","2022-08-12","165 m²","171 m²","878 m²","5/4","2","1980","D","1.112 kr.","3.655 kr.","266 dage",NA,"35.000 kr.","3.348 kr.","2.699 kr.","1989",NA,NA,NA,NA
"689","6893 Hemmet","2022-08-12","130 m²","135 m²","648 m²","3/2","3","1900","A2010","1.048 kr.","3.667 kr.","318 dage","Vis historik","25.000 kr.","2.684 kr.","2.163 kr.","1961",NA,NA,NA,NA
"690","6893 Hemmet","2022-08-12","178 m²","179 m²","1.082 m²","7/5","2","1981","D","1.474 kr.","19.553 kr.","233 dage","Vis historik","175.000 kr.","18.536 kr.","14.944 kr.",NA,NA,NA,NA,NA
"691","6893 Hemmet","2022-08-12","99 m²","118 m²","1.133 m²","4/3","1","1994","F","2.255 kr.","16.907 kr.","144 dage","Vis historik","100.000 kr.","10.596 kr.","8.542 kr.",NA,NA,NA,NA,NA
"692","6893 Hemmet","2022-08-12","125 m²","130 m²","380 m²","4/3","3","1900","A2010","974 kr.","3.808 kr.","318 dage","Vis historik","25.000 kr.","2.684 kr.","2.163 kr.",NA,NA,NA,NA,NA
"693","6893 Hemmet","2022-08-12","220 m²","243 m²","7.816 m²","6/4","3","1908","B","1.906 kr.","4.424 kr.","360 dage",NA,"55.000 kr.","5.736 kr.","4.624 kr.",NA,"6 m²",NA,NA,NA
"694","6893 Hemmet","2022-08-12","139 m²","153 m²","1.231 m²","6/3","2","1915","D","1.129 kr.","4.542 kr.","87 dage","Vis historik","35.000 kr.","3.880 kr.","3.130 kr.","2000",NA,NA,NA,NA
"695","6893 Hemmet","2022-08-12","198 m²","240 m²","1.612 m²","6/3","1","1917","E","1.281 kr.","3.313 kr.","114 dage","Vis historik","40.000 kr.","3.940 kr.","3.248 kr.","1980",NA,NA,NA,NA
"696","4681 Herfølge","2022-08-12","106 m²","119 m²","776 m²","4/3","1","1967","E","2.765 kr.","18.445 kr.","100 dage","Vis historik","110.000 kr.","11.616 kr.","9.395 kr.",NA,NA,NA,NA,NA
"697","4681 Herfølge","2022-08-12","138 m²","136 m²","631 m²","4/3","2","1986","C","3.077 kr.","23.493 kr.","119 dage",NA,"160.000 kr.","18.362 kr.","14.585 kr.",NA,NA,NA,NA,NA
"698","4681 Herfølge","2022-08-12","84 m²",NA,"1.000 m²","3/2","1","1964","F","2.645 kr.","20.179 kr.","176 dage",NA,"85.000 kr.","9.021 kr.","7.291 kr.",NA,NA,NA,NA,NA
"699","2730 Herlev","2022-08-12","168 m²","169 m²","702 m²","7/4","1","1959","D","4.491 kr.","29.556 kr.","126 dage",NA,"250.000 kr.","26.435 kr.","21.628 kr.","1970",NA,NA,NA,NA
"700","2730 Herlev","2022-08-12","145 m²","150 m²","1.004 m²","6/3","1","1954","C","4.164 kr.","31.933 kr.","133 dage",NA,"240.000 kr.","25.448 kr.","20.835 kr.","1970",NA,NA,NA,NA
"701","4160 Herlufmagle","2022-08-12","118 m²","122 m²","964 m²","3/2","1","2003","C","2.091 kr.","15.533 kr.","122 dage","Vis historik","95.000 kr.","10.042 kr.","8.101 kr.",NA,NA,NA,NA,NA
"702","4160 Herlufmagle","2022-08-12","195 m²","198 m²","872 m²","4/3","2","1973","C","2.485 kr.","9.571 kr.","330 dage",NA,"95.000 kr.","10.455 kr.","8.442 kr.",NA,NA,NA,NA,NA
"703","4160 Herlufmagle","2022-08-12","130 m²","142 m²","900 m²","4/3","1","1973","E","2.427 kr.","13.345 kr.","127 dage",NA,"95.000 kr.","10.055 kr.","8.111 kr.",NA,NA,NA,NA,NA
"704","4160 Herlufmagle","2022-08-12","436 m²","460 m²","7.262 m²","7/5","2","2008","A2","5.141 kr.","7.598 kr.","394 dage",NA,"175.000 kr.","18.543 kr.","14.960 kr.",NA,NA,NA,NA,NA
"705","4160 Herlufmagle","2022-08-12","290 m²","221 m²","15.000 m²","6/5","2","1917","A2010","2.670 kr.","17.172 kr.","106 dage",NA,"190.000 kr.","20.037 kr.","16.165 kr.","2020",NA,NA,NA,NA
"706","9850 Hirtshals","2022-08-12","119 m²","132 m²","825 m²","4/3","1","1952","D","1.586 kr.","5.038 kr.","479 dage",NA,"35.000 kr.","3.560 kr.","2.839 kr.","1972","12 m²",NA,NA,NA
"707","9850 Hirtshals","2022-08-12","116 m²","121 m²","732 m²","4/3","1","1974","E","1.404 kr.","4.917 kr.","302 dage",NA,"30.000 kr.","3.202 kr.","2.553 kr.",NA,NA,NA,NA,NA
